s_Sample	h_popUID	h_SampCnt	h_SampFrac	s_ReadCntTotUsed	s_COI	c_clusterID	c_AveragedFrac	c_ReadCnt	c_RepCnt
2017-11-06-3162	pfama1.047	2	1.0	15071(86.2%)	1	0	1.0	15071	2
2017-11-06-3163	pfama1.002	70	1.0	77350(98.3%)	1	0	1.0	77350	2
2017-11-06-3164	pfama1.014	29	1.0	83274(99.4%)	1	0	1.0	78996	2
2017-11-07-3284	pfama1.010	34	0.7727273315082239	35375(97%)	2	0	0.9324236270305493	32305	2
2017-11-07-3284	pfama1.028	10	0.22727266849177605	35375(97%)	2	1	0.06757637296945081	3070	2
2017-11-07-3285	pfama1.008	36	0.5142855517143556	29(96.7%)	2	0	0.62069	18	1
2017-11-07-3285	pfama1.010	34	0.48571444828564436	29(96.7%)	2	1	0.37931	11	1
2017-11-07-3523	pfama1.004	53	1.0	30387(97.3%)	1	0	1.0	30387	2
2017-11-07-3527	pfama1.002	70	1.0	657(83.7%)	1	0	1.0	657	4
2017-11-08-3336	pfama1.005	48	1.0	18775(96%)	1	0	1.0	18775	4
2017-11-08-3529	pfama1.017	20	1.0	355(81.6%)	1	0	1.0	355	4
2017-11-13-3541	pfama1.008	36	1.0	66959(93.8%)	1	0	1.0	66959	2
2017-11-13-3542	pfama1.000	89	0.8823529411764706	94(83.2%)	2	0	0.580483	54	2
2017-11-13-3542	pfama1.026	12	0.1176470588235294	94(83.2%)	2	1	0.41951700000000003	40	2
2017-11-13-3547	pfama1.006	38	1.0	31579(95%)	1	0	1.0	31579	2
2017-11-13-3557	pfama1.022	13	1.0	119407(99.5%)	1	0	1.0	119407	2
2017-11-13-3602	pfama1.000	89	0.31578909540156036	5055(96.2%)	7	0	0.34830906966181396	1745	2
2017-11-13-3602	pfama1.019	15	0.05263151590026006	5055(96.2%)	7	1	0.3160320632064127	1590	2
2017-11-13-3602	pfama1.022	13	0.04561404699661754	5055(96.2%)	7	2	0.1302120260424052	652	2
2017-11-13-3602	pfama1.006	38	0.13333330671344312	5055(96.2%)	7	3	0.12983702596740518	680	2
2017-11-13-3602	pfama1.028	10	0.03508774381656553	5055(96.2%)	7	4	0.03320240664048133	173	2
2017-11-13-3602	pfama1.002	70	0.24561440636513518	5055(96.2%)	7	5	0.02223520444704089	112	2
2017-11-13-3602	pfama1.005	48	0.17192988480641813	5055(96.2%)	7	6	0.020172204034440807	103	2
2017-11-13-3604	pfama1.014	29	0.21323509723198447	4366(52.8%)	3	0	0.512869	1864	2
2017-11-13-3604	pfama1.009	35	0.2573526458479767	4366(52.8%)	3	1	0.34066700000000005	1806	2
2017-11-13-3604	pfama1.001	72	0.5294122569200389	4366(52.8%)	3	2	0.14646400000000004	696	2
2017-11-13-3719	pfama1.017	20	0.28985514417137953	44534(99.2%)	2	0	0.957327712801686	42394	2
2017-11-13-3719	pfama1.005	48	0.7101448558286205	44534(99.2%)	2	1	0.042672287198313834	2140	2
2017-11-14-3578	pfama1.022	13	0.06632653431512935	4084(95%)	8	0	0.333149	1353	2
2017-11-14-3578	pfama1.013	29	0.1479591696025085	4084(95%)	8	1	0.207364	860	2
2017-11-14-3578	pfama1.012	30	0.1530613000286387	4084(95%)	8	2	0.194251	792	2
2017-11-14-3578	pfama1.038	5	0.025510216671439784	4084(95%)	8	3	0.111269	447	2
2017-11-14-3578	pfama1.018	16	0.08163263528737913	4084(95%)	8	4	0.07349839999999999	299	2
2017-11-14-3578	pfama1.014	29	0.1479591696025085	4084(95%)	8	5	0.049620599999999994	205	2
2017-11-14-3578	pfama1.008	36	0.18367350197313828	4084(95%)	8	6	0.019555799999999998	80	2
2017-11-14-3578	pfama1.006	38	0.19387747251925785	4084(95%)	8	7	0.0112922	48	2
2017-11-14-3579	pfama1.029	9	1.0	9454(97.4%)	1	0	1.0	9454	2
2017-11-14-3580	pfama1.006	38	1.0	68325(90.9%)	1	0	1.0	68325	2
2017-11-14-3612	pfama1.012	30	0.25000035562535294	35002(68.3%)	2	0	0.5403479999999999	18924	2
2017-11-14-3612	pfama1.000	89	0.7499996443746471	35002(68.3%)	2	1	0.45965200000000006	16078	2
2017-11-14-3614	pfama1.002	70	1.0	1273(93.4%)	1	0	1.0	1273	2
2017-11-14-3615	pfama1.005	48	1.0	1621(94.9%)	1	0	1.0	1621	2
2017-11-14-3616	pfama1.002	70	1.0	20759(99.2%)	1	0	1.0	20759	2
2017-11-14-3617	pfama1.006	38	1.0	4649(97.1%)	1	0	1.0	4649	2
2017-11-15-3627	pfama1.010	34	1.0	49822(93%)	1	0	1.0	49822	2
2017-11-15-3630	pfama1.007	37	1.0	15786(99.1%)	1	0	1.0	15786	2
2017-11-15-3642	pfama1.002	70	1.0	20003(95.1%)	1	0	1.0	20003	2
2017-11-17-3779	pfama1.012	30	1.0	201966(99%)	1	0	1.0	201966	2
2017-11-20-3154	pfama1.000	89	1.0	98726(98.1%)	1	0	1.0	98726	2
2017-11-20-3190	pfama1.001	72	1.0	43552(97.5%)	1	0	1.0	43552	2
2017-11-20-3202	pfama1.027	11	0.47826173005655365	510(92.1%)	2	0	0.771226	394	2
2017-11-20-3202	pfama1.025	12	0.5217382699434463	510(92.1%)	2	1	0.22877399999999998	116	2
2017-11-20-3205	pfama1.027	11	0.10891122576254535	15690(66.5%)	2	0	0.76737	12003	2
2017-11-20-3205	pfama1.000	89	0.8910887742374547	15690(66.5%)	2	1	0.23263000000000003	3687	2
2017-11-20-3649	pfama1.000	89	1.0	32218(69.1%)	1	0	1.0	32218	2
2017-11-20-3659	pfama1.016	22	1.0	8379(98.7%)	1	0	1.0	8379	2
2017-11-20-3661	pfama1.006	38	1.0	377873(78.2%)	1	0	1.0	377873	3
2017-11-20-3665	pfama1.002	70	1.0	122188(98.4%)	1	0	1.0	122188	2
2017-11-21-3672	pfama1.026	12	0.17910427480501126	39262(96.6%)	2	0	0.9577695211152395	37604	2
2017-11-21-3672	pfama1.003	52	0.8208957251949888	39262(96.6%)	2	1	0.04223047888476056	1658	2
2017-11-21-3673	pfama1.005	48	1.0	48343(94.2%)	1	0	1.0	48343	2
2017-11-21-3677	pfama1.011	30	0.37974691749717837	163(90.6%)	3	0	0.5511495511495512	89	2
2017-11-21-3677	pfama1.009	35	0.4430377102868696	163(90.6%)	3	1	0.3227423227423228	54	2
2017-11-21-3677	pfama1.021	14	0.17721537221595204	163(90.6%)	3	2	0.1261081261081261	20	2
2017-11-21-3685	pfama1.031	9	0.40909055640474545	26131(88.6%)	2	0	0.771062	20973	2
2017-11-21-3685	pfama1.023	13	0.5909094435952545	26131(88.6%)	2	1	0.228938	5158	2
2017-11-22-3708	pfama1.005	48	1.0	152795(98.7%)	1	0	1.0	152795	2
2017-11-22-3709	pfama1.015	22	1.0	70296(95.7%)	1	0	1.0	70296	2
2017-11-22-3713	pfama1.018	16	1.0	59681(95.7%)	1	0	1.0	59681	2
2017-11-22-3714	pfama1.008	36	0.40449433173842886	10434(97.2%)	2	0	0.8354950000000001	8957	2
2017-11-22-3714	pfama1.004	53	0.5955056682615711	10434(97.2%)	2	1	0.16450499999999998	1477	2
2017-11-22-3719	pfama1.017	20	1.0	21284(93.2%)	1	0	1.0	21284	2
2017-11-22-3720	pfama1.001	72	0.7826089107747419	41802(91.7%)	2	0	0.663215	28706	2
2017-11-22-3720	pfama1.017	20	0.21739108922525813	41802(91.7%)	2	1	0.336785	13096	2
2017-11-22-3728	pfama1.004	53	1.0	48475(92.9%)	1	0	1.0	48475	2
2017-11-27-3746	pfama1.002	70	0.7000001706998296	28580(95.2%)	2	0	0.711447	20407	2
2017-11-27-3746	pfama1.012	30	0.29999982930017055	28580(95.2%)	2	1	0.288553	8173	2
2017-11-27-3747	pfama1.001	72	1.0	8600(97.7%)	1	0	1.0	8600	2
2017-11-27-3758	pfama1.019	15	1.0	77539(86.5%)	1	0	1.0	77539	3
2017-11-27-3761	pfama1.006	38	1.0	7545(98.5%)	1	0	1.0	7545	2
2017-11-27-3766	pfama1.000	89	0.6206893304158648	46873(87.6%)	2	0	0.542683	24854	2
2017-11-27-3766	pfama1.003	52	0.3793106695841352	46873(87.6%)	2	1	0.45731700000000003	22019	2
2017-11-27-3773	pfama1.015	22	1.0	42730(91.7%)	1	0	1.0	42730	2
2017-11-27-3777	pfama1.006	38	0.5352111727910852	36167(79%)	3	0	0.47277800000000003	16785	2
2017-11-27-3777	pfama1.040	4	0.0563380688038206	36167(79%)	3	1	0.38586100000000007	13424	2
2017-11-27-3777	pfama1.013	29	0.4084507584050941	36167(79%)	3	2	0.14136100000000001	5958	2
2017-11-27-3779	pfama1.012	30	1.0	80097(80.9%)	1	0	1.0	80097	3
2017-11-28-3783	pfama1.003	52	1.0	32887(89.4%)	1	0	1.0	32887	2
2017-11-28-3785	pfama1.033	7	1.0	49324(59%)	1	0	1.0	49324	2
2017-11-28-3786	pfama1.005	48	0.6202530825028216	20820(87.9%)	2	0	0.5557886499671171	11297	2
2017-11-28-3786	pfama1.012	30	0.37974691749717837	20820(87.9%)	2	1	0.444211350032883	8758	2
2017-11-28-3787	pfama1.003	52	1.0	99119(94.4%)	1	0	1.0	99119	2
2017-11-28-3805	pfama1.001	72	1.0	1411(97.6%)	1	0	1.0	1411	2
2017-11-28-3816	pfama1.000	89	1.0	2359(95.2%)	1	0	1.0	2359	2
2017-11-28-3818	pfama1.009	35	1.0	50822(96.9%)	1	0	1.0	50822	2
2017-11-29-3079	pfama1.013	29	1.0	46524(92.1%)	1	0	1.0	46524	2
2017-11-29-3093	pfama1.035	6	1.0	43295(95.2%)	1	0	1.0	43295	2
2017-11-29-3096	pfama1.010	34	0.3177572677788578	52372(90.6%)	5	0	0.4493361797344718	23444	2
2017-11-29-3096	pfama1.024	12	0.112149373674549	52372(90.6%)	5	1	0.42112116844846736	22141	2
2017-11-29-3096	pfama1.030	9	0.08411203025591175	52372(90.6%)	5	2	0.09048423619369447	4702	2
2017-11-29-3096	pfama1.015	22	0.20560736232858212	52372(90.6%)	5	3	0.022744409097763638	1218	2
2017-11-29-3096	pfama1.012	30	0.28037396596209924	52372(90.6%)	5	4	0.016314006525602606	867	2
2017-11-29-3315	pfama1.021	14	0.3888893279320488	2398(92.7%)	2	0	0.763332	1841	2
2017-11-29-3315	pfama1.015	22	0.6111106720679513	2398(92.7%)	2	1	0.236668	557	2
2017-11-29-3364	pfama1.017	20	1.0	50961(96.2%)	1	0	1.0	50961	2
2017-11-29-3510	pfama1.024	12	1.0	50869(86.1%)	1	0	1.0	50869	2
2017-12-04-3001	pfama1.003	52	1.0	35571(91.4%)	1	0	1.0	35247	2
2017-12-04-3055	pfama1.003	52	1.0	67927(91.5%)	1	0	1.0	67927	2
2017-12-04-3164	pfama1.014	29	0.24369772007654253	52943(95.6%)	2	0	0.5016	26418	2
2017-12-04-3164	pfama1.000	89	0.7563022799234574	52943(95.6%)	2	1	0.4984	26525	2
2017-12-05-3284	pfama1.028	10	1.0	49041(85.8%)	1	0	1.0	49041	2
2017-12-05-3285	pfama1.002	70	0.4666669043820479	597(89.6%)	5	0	0.6709033354516678	402	2
2017-12-05-3285	pfama1.010	34	0.22666667374755034	597(89.6%)	5	1	0.14355707177853588	83	2
2017-12-05-3285	pfama1.008	36	0.2399998513014424	597(89.6%)	5	2	0.14301507150753576	87	2
2017-12-05-3285	pfama1.040	4	0.026666658574228157	597(89.6%)	5	3	0.021621110810555403	13	2
