filtered	sample
31094	2018-01-09-3602-PR2-0071-B
57774	2018-01-09-3604-PR2-0062-A
46877	2018-01-09-3604-PR2-0062-B
26475	2018-01-09-3614-PR2-008-A
28868	2018-01-09-3614-PR2-008-B
0	2018-01-09-3615-PR2-008-A
25865	2018-01-09-3615-PR2-008-B
2	2018-01-09-3615-PR2-010-a
5	2018-01-09-3615-PR2-010-b
31087	2018-01-09-3616-PR2-0072-A
33284	2018-01-09-3616-PR2-0072-B
0	2018-01-10-3627-PR2-010-a
0	2018-01-10-3627-PR2-010-b
25369	2018-01-10-3630-PR2-0062-A
36224	2018-01-10-3630-PR2-0062-B
18383	2018-01-10-3635-PR2-008-A
26219	2018-01-10-3635-PR2-008-B
26204	2018-01-15-3122-PR2-008-A
24244	2018-01-15-3122-PR2-008-B
0	2018-01-15-3148-PR2-009-A
0	2018-01-15-3148-PR2-009-B
13404	2018-01-15-3148-PR2-010-a
0	2018-01-15-3148-PR2-010-b
23390	2018-01-15-3154-PR2-0071-A
28812	2018-01-15-3154-PR2-0071-B
30831	2018-01-15-3190-PR2-0072-A
18689	2018-01-15-3190-PR2-0072-B
22376	2018-01-15-3658-PR2-008-A
27276	2018-01-15-3658-PR2-008-B
22582	2018-01-15-3659-PR2-008-A
28147	2018-01-15-3659-PR2-008-B
22598	2018-01-15-3665-PR2-008-A
28028	2018-01-15-3665-PR2-008-B
22426	2018-01-15-3825-PR2-008-A
27078	2018-01-15-3825-PR2-008-B
23075	2018-01-16-3672-PR2-008-A
26468	2018-01-16-3672-PR2-008-B
11659	2018-01-16-3677-PR2-010-a
22608	2018-01-16-3677-PR2-010-b
39192	2018-01-16-3685-PR2-0062-A
28784	2018-01-16-3685-PR2-0062-B
20	2018-01-17-3202-PR2-009-A
0	2018-01-17-3202-PR2-009-B
14652	2018-01-17-3202-PR2-010-a
17730	2018-01-17-3202-PR2-010-b
20562	2018-01-17-3205-PR2-008-A
28157	2018-01-17-3205-PR2-008-B
58270	2018-01-17-3709-PR2-009-A
41569	2018-01-17-3709-PR2-009-B
29412	2018-01-17-3713-PR2-0072-A
28467	2018-01-17-3713-PR2-0072-B
31441	2018-01-17-3714-PR2-0072-A
25333	2018-01-17-3714-PR2-0072-B
2	2018-01-17-3723-PR2-010-a
3	2018-01-17-3723-PR2-010-b
2	2018-01-17-3728-PR2-009-A
42362	2018-01-17-3728-PR2-009-B
5	2018-01-17-3728-PR2-010-a
24996	2018-01-17-3728-PR2-010-b
20747	2018-01-22-3746-PR2-008-A
26287	2018-01-22-3746-PR2-008-B
36400	2018-01-22-3747-PR2-009-A
31161	2018-01-22-3747-PR2-009-B
40754	2018-01-22-3761-PR2-0072-A
46742	2018-01-22-3761-PR2-0072-B
48431	2018-01-22-3762-PR2-009-A
45014	2018-01-22-3762-PR2-009-B
19772	2018-01-22-3766-PR2-008-A
24484	2018-01-22-3766-PR2-008-B
46004	2018-01-22-3777-PR2-0072-A
28540	2018-01-22-3777-PR2-0072-B
2	2018-01-22-3779-PR2-010-a
4	2018-01-22-3779-PR2-010-b
52084	2018-01-23-3805-PR2-009-A
0	2018-01-23-3805-PR2-009-B
205510	2018-01-23-3805-PR2-011-a
360206	2018-01-23-3805-PR2-011-b
21145	2018-01-23-3815-PR2-008-A
29353	2018-01-23-3815-PR2-008-B
15562	2018-01-23-3816-PR2-008-A
23757	2018-01-23-3816-PR2-008-B
20451	2018-01-23-3818-PR2-008-A
26159	2018-01-23-3818-PR2-008-B
22591	2018-01-24-3079-PR2-008-A
26843	2018-01-24-3079-PR2-008-B
9	2018-01-24-3093-PR2-010-a
4	2018-01-24-3093-PR2-010-b
24759	2018-01-24-3095-PR2-0072-A
25117	2018-01-24-3095-PR2-0072-B
24244	2018-01-24-3096-PR2-0072-A
35855	2018-01-24-3096-PR2-0072-B
19143	2018-01-24-3315-PR2-008-A
31441	2018-01-24-3315-PR2-008-B
19277	2018-01-24-3364-PR2-008-A
33000	2018-01-24-3364-PR2-008-B
28699	2018-01-24-3505-PR2-0072-A
38437	2018-01-24-3505-PR2-0072-B
32541	2018-01-24-3510-PR2-008-A
34885	2018-01-24-3510-PR2-008-B
33287	2018-01-24-3785-PR2-008-A
37258	2018-01-24-3785-PR2-008-B
25902	2018-01-24-3786-PR2-0071-A
29661	2018-01-24-3786-PR2-0071-B
20516	2018-01-24-3787-PR2-008-A
27438	2018-01-24-3787-PR2-008-B
85840	2018-01-26-3154-PR2-0061-A
94278	2018-01-26-3154-PR2-0061-B
24674	2018-01-29-3164-PR2-0072-A
24418	2018-01-29-3164-PR2-0072-B
45402	2018-01-29-3521-PR2-009-A
32544	2018-01-29-3521-PR2-009-B
13218	2018-01-30-3285-PR2-0062-A
44021	2018-01-30-3285-PR2-0062-B
28220	2018-01-30-3523-PR2-008-A
28821	2018-01-30-3523-PR2-008-B
19052	2018-01-30-3525-PR2-008-A
96162	2018-01-30-3525-PR2-008-B
0	2018-01-30-3527-PR2-009-A
41909	2018-01-30-3527-PR2-009-B
11	2018-01-30-3527-PR2-011-a
5	2018-01-30-3527-PR2-011-b
28858	2018-01-30-3677-PR2-0072-A
27419	2018-01-30-3677-PR2-0072-B
50857	2018-02-05-3540-PR2-009-A
40031	2018-02-05-3540-PR2-009-B
48070	2018-02-05-3541-PR2-009-A
56276	2018-02-05-3541-PR2-009-B
29320	2018-02-05-3542-PR2-0062-A
28264	2018-02-05-3542-PR2-0062-B
0	2018-02-06-3546-PR2-009-A
0	2018-02-06-3546-PR2-009-B
168707	2018-02-06-3546-PR2-011-a
0	2018-02-06-3546-PR2-011-b
43068	2018-02-06-3577-PR2-009-A
0	2018-02-06-3577-PR2-009-B
0	2018-02-06-3577-PR2-011-b
27665	2018-02-06-3578-PR2-0071-A
31402	2018-02-06-3578-PR2-0071-B
48437	2018-02-06-3579-PR2-009-A
57997	2018-02-06-3579-PR2-009-B
0	2018-02-06-3595-PR2-009-A
0	2018-02-06-3595-PR2-009-B
1	2018-02-06-3595-PR2-011-a
0	2018-02-06-3595-PR2-011-b
25179	2018-02-06-3602-PR2-0072-A
27713	2018-02-06-3602-PR2-0072-B
0	2018-02-06-3614-PR2-009-A
0	2018-02-06-3614-PR2-009-B
259684	2018-02-06-3614-PR2-011-a
157661	2018-02-06-3614-PR2-011-b
19663	2018-02-06-3616-PR2-008-A
30107	2018-02-06-3616-PR2-008-B
55782	2018-02-06-3617-PR2-0062-A
49441	2018-02-06-3617-PR2-0062-B
18635	2018-02-07-3630-PR2-008-A
28477	2018-02-07-3630-PR2-008-B
55370	2018-02-07-3635-PR2-0061-A
71259	2018-02-07-3635-PR2-0061-B
37804	2018-02-07-3642-PR2-009-A
0	2018-02-07-3642-PR2-009-B
1	2018-02-07-3642-PR2-011-a
21202	2018-02-07-3642-PR2-011-b
42986	2018-02-12-3122-PR2-009-A
38858	2018-02-12-3122-PR2-009-B
1	2018-02-12-3148-PR2-010-a
1	2018-02-12-3148-PR2-010-b
0	2018-02-12-3154-PR2-009-A
39465	2018-02-12-3154-PR2-009-B
20358	2018-02-12-3154-PR2-011-a
2	2018-02-12-3154-PR2-011-b
38982	2018-02-12-3190-PR2-0072-A
37992	2018-02-12-3190-PR2-0072-B
19999	2018-02-12-3202-PR2-0072-A
27570	2018-02-12-3202-PR2-0072-B
19753	2018-02-12-3205-PR2-008-A
28597	2018-02-12-3205-PR2-008-B
32561	2018-02-12-3659-PR2-0062-A
24175	2018-02-12-3659-PR2-0062-B
35986	2018-02-12-3665-PR2-0072-A
33681	2018-02-12-3665-PR2-0072-B
55024	2018-02-13-3672-PR2-009-A
37009	2018-02-13-3672-PR2-009-B
0	2018-02-13-3673-PR2-009-A
0	2018-02-13-3673-PR2-009-B
2	2018-02-13-3673-PR2-010-a
1	2018-02-13-3673-PR2-010-b
18309	2018-02-13-3677-PR2-008-A
22878	2018-02-13-3677-PR2-008-B
26562	2018-02-13-3685-PR2-0071-A
28005	2018-02-13-3685-PR2-0071-B
63036	2018-02-14-3708-PR2-0062-A
57406	2018-02-14-3708-PR2-0062-B
31576	2018-02-14-3709-PR2-0072-A
35744	2018-02-14-3709-PR2-0072-B
48306	2018-02-14-3713-PR2-009-A
44730	2018-02-14-3713-PR2-009-B
23178	2018-02-14-3714-PR2-008-A
29044	2018-02-14-3714-PR2-008-B
1	2018-02-14-3724-PR2-010-a
4	2018-02-14-3724-PR2-010-b
0	2018-02-14-3728-PR2-009-A
44937	2018-02-14-3728-PR2-009-B
21377	2018-02-14-3728-PR2-011-a
18792	2018-02-14-3728-PR2-011-b
23116	2018-02-19-3746-PR2-008-A
30249	2018-02-19-3746-PR2-008-B
22915	2018-02-19-3747-PR2-008-A
21977	2018-02-19-3747-PR2-008-B
4	2018-02-19-3758-PR2-010-a
9	2018-02-19-3758-PR2-010-b
23530	2018-02-19-3761-PR2-0071-A
27676	2018-02-19-3761-PR2-0071-B
22166	2018-02-19-3762-PR2-010-a
2	2018-02-19-3762-PR2-010-b
27115	2018-02-19-3766-PR2-0072-A
32025	2018-02-19-3766-PR2-0072-B
1	2018-02-19-3774-PR2-010-a
1	2018-02-19-3774-PR2-010-b
27273	2018-02-19-3777-PR2-008-A
26207	2018-02-19-3777-PR2-008-B
1	2018-02-20-3785-PR2-009-A
43332	2018-02-20-3785-PR2-009-B
215850	2018-02-20-3785-PR2-011-a
0	2018-02-20-3785-PR2-011-b
25148	2018-02-20-3786-PR2-0071-A
21499	2018-02-20-3786-PR2-0071-B
20803	2018-02-20-3787-PR2-008-A
27512	2018-02-20-3787-PR2-008-B
15598	2018-02-20-3805-PR2-008-A
27121	2018-02-20-3805-PR2-008-B
43161	2018-02-21-3079-PR2-009-A
53657	2018-02-21-3079-PR2-009-B
39499	2018-02-21-3093-PR2-009-A
43071	2018-02-21-3093-PR2-009-B
22641	2018-02-21-3095-PR2-0071-A
24176	2018-02-21-3095-PR2-0071-B
20884	2018-02-21-3096-PR2-008-A
24769	2018-02-21-3096-PR2-008-B
30629	2018-02-21-3315-PR2-0072-A
29992	2018-02-21-3315-PR2-0072-B
32282	2018-02-21-3364-PR2-0072-A
32711	2018-02-21-3364-PR2-0072-B
16627	2018-02-21-3505-PR2-010-a
2	2018-02-21-3505-PR2-010-b
55870	2018-02-21-3510-PR2-009-A
56057	2018-02-21-3510-PR2-009-B
27121	2018-02-21-3816-PR2-0071-A
22343	2018-02-21-3816-PR2-0071-B
38680	2018-02-21-3818-PR2-0072-A
40108	2018-02-21-3818-PR2-0072-B
37498	2018-02-26-3164-PR2-0072-A
24202	2018-02-26-3164-PR2-0072-B
46480	2018-02-27-3285-PR2-0061-A
34967	2018-02-27-3285-PR2-0061-B
43907	2018-02-27-3523-PR2-009-A
47087	2018-02-27-3523-PR2-009-B
41785	2018-02-27-3525-PR2-009-A
59998	2018-02-27-3525-PR2-009-B
16298	2018-02-27-3527-PR2-010-a
2	2018-02-27-3527-PR2-010-b
488	2018-02-28-3535-PR2-010-a
0	2018-02-28-3535-PR2-010-b
0	2018-03-05-3541-PR2-009-A
47218	2018-03-05-3541-PR2-009-B
1	2018-03-05-3541-PR2-010-a
0	2018-03-05-3541-PR2-010-b
38880	2018-03-05-3542-PR2-0062-A
36143	2018-03-05-3542-PR2-0062-B
0	2018-03-05-3546-PR2-009-A
0	2018-03-05-3546-PR2-009-B
0	2018-03-05-3546-PR2-011-a
1	2018-03-05-3546-PR2-011-b
24866	2018-03-06-3577-PR2-008-A
29696	2018-03-06-3577-PR2-008-B
24140	2018-03-06-3578-PR2-0071-A
33161	2018-03-06-3578-PR2-0071-B
0	2018-03-06-3579-PR2-0072-A
0	2018-03-06-3579-PR2-0072-B
44053	2018-03-06-3595-PR2-009-A
47101	2018-03-06-3595-PR2-009-B
0	2018-03-06-3604-PR2-0062-A
0	2018-03-06-3604-PR2-0062-B
4	2018-03-06-3604-PR2-17-A
0	2018-03-07-3642-PR2-008-B
282	2018-03-07-3642-PR2-010-a
337	2018-03-07-3642-PR2-010-b
0	2018-03-12-3122-PR2-010-a
0	2018-03-12-3122-PR2-010-b
41719	2018-03-12-3190-PR2-009-A
43884	2018-03-12-3190-PR2-009-B
73	2018-03-12-3202-PR2-008-A
28	2018-03-12-3202-PR2-008-B
570	2018-03-12-3202-PR2-010-a
34	2018-03-12-3202-PR2-010-b
0	2018-03-12-3205-PR2-009-A
0	2018-03-12-3205-PR2-009-B
1	2018-03-12-3205-PR2-010-a
1	2018-03-12-3205-PR2-010-b
23176	2018-03-12-3659-PR2-008-A
32000	2018-03-12-3659-PR2-008-B
40353	2018-03-13-3672-PR2-009-A
0	2018-03-13-3672-PR2-009-B
1	2018-03-13-3672-PR2-011-a
43647	2018-03-13-3672-PR2-011-b
2	2018-03-13-3672-PR2-18-A
0	2018-03-13-3672-PR2-18-B
1	2018-03-13-3673-PR2-010-a
4	2018-03-13-3673-PR2-010-b
40324	2018-03-13-3685-PR2-009-A
3	2018-03-13-3685-PR2-009-B
2	2018-03-13-3685-PR2-011-a
1	2018-03-13-3685-PR2-011-b
35760	2018-03-14-3708-PR2-009-A
27	2018-03-14-3708-PR2-009-B
1	2018-03-14-3708-PR2-011-a
3975	2018-03-14-3708-PR2-011-b
0	2018-03-14-3709-PR2-009-A
0	2018-03-14-3709-PR2-009-B
27491	2018-03-14-3709-PR2-010-a
0	2018-03-14-3709-PR2-010-b
0	2018-03-14-3714-PR2-009-A
47849	2018-03-14-3714-PR2-009-B
7	2018-03-14-3714-PR2-011-a
21095	2018-03-14-3714-PR2-011-b
2	2018-03-14-3728-PR2-010-a
1217	2018-03-14-3728-PR2-010-b
0	2018-03-19-3746-PR2-009-A
48511	2018-03-19-3746-PR2-009-B
20235	2018-03-19-3746-PR2-010-a
21726	2018-03-19-3746-PR2-010-b
40769	2018-03-19-3747-PR2-009-A
48038	2018-03-19-3747-PR2-009-B
18622	2018-03-19-3761-PR2-008-A
27472	2018-03-19-3761-PR2-008-B
17439	2018-03-19-3766-PR2-008-A
31375	2018-03-19-3766-PR2-008-B
31634	2018-03-19-3777-PR2-008-A
24933	2018-03-19-3777-PR2-008-B
59660	2018-03-20-3786-PR2-0061-A
70106	2018-03-20-3786-PR2-0061-B
19678	2018-03-20-3805-PR2-008-A
9770	2018-03-20-3805-PR2-008-B
18949	2018-03-20-3816-PR2-0072-A
31657	2018-03-20-3816-PR2-0072-B
24350	2018-03-20-3818-PR2-008-A
27520	2018-03-20-3818-PR2-008-B
5	2018-03-21-3079-PR2-010-a
17	2018-03-21-3079-PR2-010-b
24209	2018-03-21-3095-PR2-008-A
24026	2018-03-21-3095-PR2-008-B
24807	2018-03-21-3096-PR2-0071-A
25235	2018-03-21-3096-PR2-0071-B
42210	2018-03-21-3313-PR2-009-A
0	2018-03-21-3313-PR2-009-B
21419	2018-03-21-3313-PR2-011-a
18869	2018-03-21-3315-PR2-0061-A
14543	2018-03-21-3315-PR2-0061-B
29033	2018-03-21-3364-PR2-0071-A
31191	2018-03-21-3364-PR2-0071-B
39069	2018-03-21-3505-PR2-009-A
36500	2018-03-21-3505-PR2-009-B
0	2018-03-21-3506-PR2-010-a
10	2018-03-21-3506-PR2-010-b
23753	2018-03-21-3510-PR2-008-A
28148	2018-03-21-3510-PR2-008-B
32311	2018-03-26-3164-PR2-0072-A
32957	2018-03-26-3164-PR2-0072-B
25052	2018-03-27-3285-PR2-0071-A
25177	2018-03-27-3285-PR2-0071-B
49115	2018-03-27-3523-PR2-009-A
34625	2018-03-27-3523-PR2-009-B
0	2018-04-02-3540-PR2-016-A
1	2018-04-02-3540-PR2-016-B
0	2018-04-02-3541-PR2-016-A
1	2018-04-02-3541-PR2-016-B
19005	2018-04-02-3542-PR2-012-A
14240	2018-04-02-3542-PR2-012-B
23489	2018-04-03-3602-PR2-013-A
28554	2018-04-03-3602-PR2-013-B
39550	2018-04-03-3604-PR2-012-A
30182	2018-04-03-3604-PR2-012-B
26381	2018-04-03-3614-PR2-013-A
23001	2018-04-03-3614-PR2-013-B
30660	2018-04-03-3616-PR2-013-A
29218	2018-04-03-3616-PR2-013-B
46448	2018-04-04-3546-PR2-016-A
51319	2018-04-04-3546-PR2-016-B
0	2018-04-04-3575-PR2-016-A
1	2018-04-04-3575-PR2-016-B
0	2018-04-04-3577-PR2-016-A
1	2018-04-04-3577-PR2-016-B
21483	2018-04-04-3578-PR2-013-A
18683	2018-04-04-3578-PR2-013-B
53400	2018-04-04-3579-PR2-016-A
45283	2018-04-04-3579-PR2-016-B
199	2018-04-04-3642-PR2-016-A
47923	2018-04-04-3642-PR2-016-B
41403	2018-04-09-3122-PR2-014-A
38891	2018-04-09-3122-PR2-014-B
58040	2018-04-09-3148-PR2-016-A
59243	2018-04-09-3148-PR2-016-B
42225	2018-04-09-3190-PR2-014-A
34043	2018-04-09-3190-PR2-014-B
25890	2018-04-09-3202-PR2-013-A
20459	2018-04-09-3202-PR2-013-B
50519	2018-04-09-3205-PR2-016-A
42567	2018-04-09-3205-PR2-016-B
45723	2018-04-09-3659-PR2-016-A
40712	2018-04-09-3659-PR2-016-B
0	2018-04-10-3672-PR2-016-A
0	2018-04-10-3672-PR2-016-B
56103	2018-04-10-3673-PR2-016-A
53815	2018-04-10-3673-PR2-016-B
59829	2018-04-10-3685-PR2-016-A
51013	2018-04-10-3685-PR2-016-B
32393	2018-04-11-3665-PR2-013-A
30269	2018-04-11-3665-PR2-013-B
51207	2018-04-11-3708-PR2-016-A
53101	2018-04-11-3708-PR2-016-B
24749	2018-04-11-3709-PR2-013-A
25019	2018-04-11-3709-PR2-013-B
65744	2018-04-11-3713-PR2-016-A
42781	2018-04-11-3713-PR2-016-B
46899	2018-04-11-3714-PR2-016-A
0	2018-04-11-3714-PR2-016-B
29324	2018-04-11-3728-PR2-013-A
27344	2018-04-11-3728-PR2-013-B
28606	2018-04-16-3746-PR2-013-A
24542	2018-04-16-3746-PR2-013-B
29743	2018-04-16-3747-PR2-013-A
24367	2018-04-16-3747-PR2-013-B
64238	2018-04-16-3761-PR2-016-A
44366	2018-04-16-3761-PR2-016-B
63155	2018-04-16-3766-PR2-016-A
45732	2018-04-16-3766-PR2-016-B
39643	2018-04-16-3777-PR2-014-A
36373	2018-04-16-3777-PR2-014-B
0	2018-04-17-3805-PR2-016-A
64486	2018-04-17-3805-PR2-016-B
23366	2018-04-17-3818-PR2-013-A
27219	2018-04-17-3818-PR2-013-B
0	2018-04-18-3079-PR2-016-A
2	2018-04-18-3079-PR2-016-B
2	2018-04-18-3093-PR2-016-A
0	2018-04-18-3093-PR2-016-B
28506	2018-04-18-3095-PR2-013-A
24283	2018-04-18-3095-PR2-013-B
24253	2018-04-18-3096-PR2-013-A
20983	2018-04-18-3096-PR2-013-B
28839	2018-04-18-3315-PR2-013-A
21076	2018-04-18-3315-PR2-013-B
49606	2018-04-18-3364-PR2-014-A
39803	2018-04-18-3364-PR2-014-B
54612	2018-04-18-3505-PR2-016-A
52023	2018-04-18-3505-PR2-016-B
27792	2018-04-18-3506-PR2-013-A
22556	2018-04-18-3506-PR2-013-B
37822	2018-04-18-3510-PR2-014-A
41910	2018-04-18-3510-PR2-014-B
22908	2018-04-18-3785-PR2-013-A
19921	2018-04-18-3785-PR2-013-B
52070	2018-04-18-3787-PR2-016-A
42982	2018-04-18-3787-PR2-016-B
26474	2018-04-18-3816-PR2-013-A
26445	2018-04-18-3816-PR2-013-B
21361	2018-04-19-3786-PR2-013-A
20449	2018-04-19-3786-PR2-013-B
15357	2018-04-23-3164-PR2-012-A
8636	2018-04-23-3164-PR2-012-B
49229	2018-04-24-3523-PR2-016-A
58671	2018-04-24-3523-PR2-016-B
49645	2018-04-24-3527-PR2-016-A
43801	2018-04-24-3527-PR2-016-B
2	2018-04-25-3249-PR2-016-A
59124	2018-04-25-3249-PR2-016-B
24692	2018-04-26-3285-PR2-013-A
23978	2018-04-26-3285-PR2-013-B
25161	2018-04-30-3540-PR2-013-A
27106	2018-04-30-3540-PR2-013-B
0	2018-04-30-3541-PR2-016-A
52552	2018-04-30-3541-PR2-016-B
32568	2018-04-30-3542-PR2-013-A
31957	2018-04-30-3542-PR2-013-B
39118	2018-04-30-3546-PR2-016-A
40678	2018-04-30-3546-PR2-016-B
1	2018-05-01-3575-PR2-016-A
1	2018-05-01-3575-PR2-016-B
50316	2018-05-01-3577-PR2-016-A
0	2018-05-01-3577-PR2-016-B
23233	2018-05-01-3578-PR2-013-A
28745	2018-05-01-3578-PR2-013-B
45071	2018-05-01-3579-PR2-016-A
47539	2018-05-01-3579-PR2-016-B
0	2018-05-01-3580-PR2-016-A
0	2018-05-01-3580-PR2-016-B
25905	2018-05-01-3602-PR2-013-A
24908	2018-05-01-3602-PR2-013-B
18364	2018-05-01-3604-PR2-012-A
12979	2018-05-01-3604-PR2-012-B
26496	2018-05-01-3614-PR2-013-A
21693	2018-05-01-3614-PR2-013-B
0	2018-05-01-3616-PR2-016-A
0	2018-05-01-3616-PR2-016-B
0	2018-05-01-3642-PR2-016-A
2	2018-05-01-3642-PR2-016-B
1	2018-05-02-3622-PR2-016-A
0	2018-05-02-3622-PR2-016-B
0	2018-05-02-3630-PR2-016-A
1	2018-05-02-3630-PR2-016-B
45475	2018-05-07-3122-PR2-016-A
41351	2018-05-07-3122-PR2-016-B
56740	2018-05-07-3148-PR2-016-A
63983	2018-05-07-3148-PR2-016-B
47612	2018-05-07-3190-PR2-016-A
49929	2018-05-07-3190-PR2-016-B
26147	2018-05-07-3202-PR2-013-A
30085	2018-05-07-3202-PR2-013-B
59260	2018-05-07-3205-PR2-016-A
43666	2018-05-07-3205-PR2-016-B
42900	2018-05-07-3659-PR2-014-A
44704	2018-05-07-3659-PR2-014-B
47917	2018-05-07-3665-PR2-016-A
49386	2018-05-07-3665-PR2-016-B
38990	2018-05-08-3672-PR2-016-A
49121	2018-05-08-3672-PR2-016-B
53877	2018-05-08-3673-PR2-016-A
0	2018-05-08-3673-PR2-016-B
25408	2018-05-08-3685-PR2-013-A
24113	2018-05-08-3685-PR2-013-B
37948	2018-05-09-3708-PR2-014-A
32464	2018-05-09-3708-PR2-014-B
51656	2018-05-09-3709-PR2-016-A
45258	2018-05-09-3709-PR2-016-B
46853	2018-05-09-3713-PR2-014-A
48301	2018-05-09-3713-PR2-014-B
55713	2018-05-09-3714-PR2-016-A
0	2018-05-09-3714-PR2-016-B
53776	2018-05-09-3728-PR2-016-A
42339	2018-05-09-3728-PR2-016-B
22314	2018-05-14-3746-PR2-013-A
28918	2018-05-14-3746-PR2-013-B
45986	2018-05-14-3747-PR2-014-A
47234	2018-05-14-3747-PR2-014-B
36457	2018-05-14-3761-PR2-015-A
2	2018-05-14-3761-PR2-015-B
36759	2018-05-14-3766-PR2-014-A
38414	2018-05-14-3766-PR2-014-B
40528	2018-05-14-3777-PR2-014-A
47740	2018-05-14-3777-PR2-014-B
42527	2018-05-15-3785-PR2-014-A
35945	2018-05-15-3785-PR2-014-B
27960	2018-05-15-3786-PR2-013-A
25470	2018-05-15-3786-PR2-013-B
50350	2018-05-15-3787-PR2-016-A
44613	2018-05-15-3787-PR2-016-B
25982	2018-05-15-3805-PR2-015-A
43458	2018-05-15-3805-PR2-015-B
28323	2018-05-15-3808-PR2-013-A
27102	2018-05-15-3808-PR2-013-B
24641	2018-05-15-3816-PR2-013-A
26569	2018-05-15-3816-PR2-013-B
44845	2018-05-15-3818-PR2-016-A
45528	2018-05-15-3818-PR2-016-B
0	2018-05-16-3095-PR2-016-A
40727	2018-05-16-3095-PR2-016-B
31203	2018-05-16-3096-PR2-013-A
18585	2018-05-16-3096-PR2-013-B
30128	2018-05-16-3315-PR2-013-A
25482	2018-05-16-3315-PR2-013-B
27535	2018-05-16-3364-PR2-015-A
36997	2018-05-16-3364-PR2-015-B
34639	2018-05-16-3505-PR2-015-A
39489	2018-05-16-3505-PR2-015-B
29005	2018-05-16-3506-PR2-015-A
30434	2018-05-16-3506-PR2-015-B
28194	2018-05-16-3510-PR2-015-A
26809	2018-05-16-3510-PR2-015-B
27601	2018-05-21-3164-PR2-013-A
20896	2018-05-21-3164-PR2-013-B
11421	2018-05-21-3808-PR2-012-A
11216	2018-05-21-3808-PR2-012-B
20747	2018-05-22-3285-PR2-013-A
23501	2018-05-22-3285-PR2-013-B
24388	2018-05-22-3393-PR2-013-A
24962	2018-05-22-3393-PR2-013-B
43935	2018-05-22-3523-PR2-015-A
132	2018-05-22-3523-PR2-015-B
26712	2018-05-22-3527-PR2-015-A
38377	2018-05-22-3527-PR2-015-B
35478	2018-05-23-3525-PR2-015-A
0	2018-05-23-3525-PR2-015-B
43882	2018-05-28-3393-PR2-012-A
16687	2018-05-28-3393-PR2-012-B
3	2018-05-28-3540-PR2-016-A
4	2018-05-28-3540-PR2-016-B
30537	2018-05-28-3541-PR2-015-A
34597	2018-05-28-3541-PR2-015-B
22259	2018-05-28-3542-PR2-013-A
24226	2018-05-28-3542-PR2-013-B
0	2018-05-28-3546-PR2-016-A
50244	2018-05-28-3546-PR2-016-B
20990	2018-05-28-3570-PR2-013-A
24477	2018-05-28-3570-PR2-013-B
25488	2018-05-28-3614-PR2-015-A
53325	2018-05-28-3614-PR2-015-B
38559	2018-05-28-3616-PR2-015-A
31380	2018-05-28-3616-PR2-015-B
996	2018-05-29-3575-PR2-015-A
24225	2018-05-29-3575-PR2-015-B
0	2018-05-29-3577-PR2-016-A
45292	2018-05-29-3577-PR2-016-B
24016	2018-05-29-3578-PR2-013-B
0	2018-05-29-3579-PR2-016-A
1	2018-05-29-3579-PR2-016-B
0	2018-05-29-3580-PR2-015-A
42360	2018-05-29-3580-PR2-015-B
53580	2018-05-29-3602-PR2-014-A
38666	2018-05-29-3602-PR2-014-B
27018	2018-05-29-3604-PR2-013-A
22706	2018-05-29-3604-PR2-013-B
40105	2018-05-30-3642-PR2-015-A
37981	2018-05-30-3642-PR2-015-B
30124	2018-06-04-3122-PR2-015-A
36110	2018-06-04-3122-PR2-015-B
1	2018-06-04-3148-PR2-015-A
0	2018-06-04-3148-PR2-015-B
32881	2018-06-04-3190-PR2-014-A
45847	2018-06-04-3190-PR2-014-B
0	2018-06-04-3202-PR2-015-A
243	2018-06-04-3202-PR2-015-B
31870	2018-06-04-3205-PR2-015-A
34716	2018-06-04-3205-PR2-015-B
34120	2018-06-04-3659-PR2-014-A
31460	2018-06-04-3659-PR2-014-B
2	2018-06-04-3665-PR2-015-A
0	2018-06-04-3665-PR2-015-B
34114	2018-06-05-3672-PR2-015-A
34862	2018-06-05-3672-PR2-015-B
49914	2018-06-05-3685-PR2-014-A
24337	2018-06-05-3685-PR2-014-B
1	2018-06-05-3699-PR2-015-A
0	2018-06-05-3699-PR2-015-B
33886	2018-06-06-3708-PR2-015-A
27951	2018-06-06-3708-PR2-015-B
0	2018-06-06-3709-PR2-015-A
0	2018-06-06-3709-PR2-015-B
37936	2018-06-06-3713-PR2-015-A
1	2018-06-06-3713-PR2-015-B
28765	2018-06-06-3714-PR2-015-A
34596	2018-06-06-3714-PR2-015-B
35748	2018-06-06-3728-PR2-015-A
45224	2018-06-06-3728-PR2-015-B
27245	2018-06-07-3782-PR2-012-A
11236	2018-06-07-3782-PR2-012-B
39259	2018-06-11-3746-PR2-015-A
35401	2018-06-11-3746-PR2-015-B
47375	2018-06-11-3747-PR2-014-A
35843	2018-06-11-3747-PR2-014-B
12909	2018-06-11-3761-PR2-015-A
311	2018-06-11-3761-PR2-015-B
31234	2018-06-11-3766-PR2-013-A
24986	2018-06-11-3766-PR2-013-B
28776	2018-06-11-3777-PR2-015-A
35942	2018-06-11-3777-PR2-015-B
30360	2018-06-11-3782-PR2-014-A
34191	2018-06-11-3782-PR2-014-B
24118	2018-06-12-3785-PR2-013-A
26793	2018-06-12-3785-PR2-013-B
25879	2018-06-12-3786-PR2-013-A
