date	cid	sampleName
27112017	3773	27112017-3773-PR2-008-1
27112017	3777	27112017-3777-PR2-008-1
27112017	3777	27112017-3777-PR2-008-1
27112017	3779	27112017-3779-PR2-009
27112017	3779	27112017-3779-PR2-009
27122017	3746	27122017-3746-PR2-006-2
27122017	3746	27122017-3746-PR2-006-2
27122017	3747	27122017-3747-PR2-006-1
27122017	3747	27122017-3747-PR2-006-1
27122017	3758	27122017-3758-PR2-008-1
27122017	3758	27122017-3758-PR2-008-1
27122017	3761	27122017-3761-PR2-006-2
27122017	3761	27122017-3761-PR2-006-2
27122017	3762	27122017-3762-PR2-007-2
27122017	3762	27122017-3762-PR2-007-2
27122017	3766	27122017-3766-PR2-006-1
27122017	3766	27122017-3766-PR2-006-1
27122017	3777	27122017-3777-PR2-007-1
27122017	3777	27122017-3777-PR2-007-1
27122017	3779	27122017-3779-PR2-009
27122017	3779	27122017-3779-PR2-009
28112017	3783	28112017-3783-PR2-009
