s_Sample	h_popUID	h_SampCnt	h_SampFrac	s_ReadCntTotUsed	s_COI	c_clusterID	c_AveragedFrac	c_ReadCnt	c_RepCnt
2018-03-14-3728	pfama1.152	1	0.0013624	980(88.8%)	6	3	0.0102041	10	1
2018-03-14-3728	pfama1.247	1	0.0013624	980(88.8%)	6	4	0.00612245	6	1
2018-03-14-3728	pfama1.246	1	0.0013624	980(88.8%)	6	5	0.00612245	6	1
2018-03-19-3746	pfama1.002	95	0.129428	61610(73.6%)	1	0	1	61610	3
2018-03-19-3747	pfama1.001	107	0.145777	73551(88.1%)	1	0	1	73551	2
2018-03-19-3761	pfama1.005	56	0.0762943	39955(91.6%)	1	0	1	39955	2
2018-03-19-3766	pfama1.004	66	0.0899183	40981(89.6%)	1	0	1	40981	2
2018-03-19-3777	pfama1.015	27	0.0367847	36646(68.8%)	3	0	0.814257	30210	2
2018-03-19-3777	pfama1.005	56	0.0762943	36646(68.8%)	3	1	0.137505	4558	2
2018-03-19-3777	pfama1.088	1	0.0013624	36646(68.8%)	3	2	0.0482379	1878	2
2018-03-20-3786	pfama1.006	54	0.0735695	118479(95.9%)	2	0	0.621466	74017	2
2018-03-20-3786	pfama1.001	107	0.145777	118479(95.9%)	2	1	0.378534	44462	2
2018-03-20-3805	pfama1.001	107	0.145777	25216(90.8%)	1	0	1	25216	2
2018-03-20-3816	pfama1.000	125	0.1703	44581(93.1%)	1	0	1	44581	2
2018-03-20-3818	pfama1.007	50	0.0681199	45005(92.1%)	1	0	1	45005	2
2018-03-21-3095	pfama1.005	56	0.0762943	41028(90%)	1	0	1	41028	2
2018-03-21-3096	pfama1.010	49	0.0667575	44037(92.6%)	4	0	0.566632	24952	2
2018-03-21-3096	pfama1.019	22	0.0299728	44037(92.6%)	4	1	0.40979	18046	2
2018-03-21-3096	pfama1.011	47	0.0640327	44037(92.6%)	4	2	0.0134323	592	2
2018-03-21-3096	pfama1.009	50	0.0681199	44037(92.6%)	4	3	0.0101454	447	2
2018-03-21-3313	pfama1.017	23	0.0313351	51758(87.3%)	1	0	1	51758	2
2018-03-21-3315	pfama1.014	39	0.0531335	31330(98.4%)	2	0	0.958679	30020	2
2018-03-21-3315	pfama1.010	49	0.0667575	31330(98.4%)	2	1	0.0413211	1310	2
2018-03-21-3364	pfama1.017	23	0.0313351	55629(96.9%)	1	0	1	55629	2
2018-03-21-3505	pfama1.035	7	0.00953678	64882(90.7%)	1	0	1	64882	2
2018-03-21-3510	pfama1.027	12	0.0163488	44976(92%)	1	0	1	44976	2
2018-03-26-3164	pfama1.011	47	0.0640327	58402(94.2%)	2	0	0.661211	38602	2
2018-03-26-3164	pfama1.000	125	0.1703	58402(94.2%)	2	1	0.338789	19800	2
2018-03-27-3285	pfama1.010	49	0.0667575	36471(76.5%)	5	0	0.453925	16567	2
2018-03-27-3285	pfama1.008	50	0.0681199	36471(76.5%)	5	1	0.271968	9910	2
2018-03-27-3285	pfama1.001	107	0.145777	36471(76.5%)	5	2	0.123886	4519	2
2018-03-27-3285	pfama1.023	19	0.0258856	36471(76.5%)	5	3	0.0969646	3530	2
2018-03-27-3285	pfama1.033	9	0.0122616	36471(76.5%)	5	4	0.0532564	1945	2
2018-03-27-3523	pfama1.006	54	0.0735695	69157(87.2%)	1	0	1	69157	2
2018-04-02-3542	pfama1.006	54	0.0735695	29860(94.1%)	2	0	0.99089	29586	2
2018-04-02-3542	pfama1.015	27	0.0367847	29860(94.1%)	2	1	0.00910983	274	2
2018-04-03-3602	pfama1.003	71	0.0967302	43099(87.9%)	9	0	0.727293	31291	2
2018-04-03-3602	pfama1.021	21	0.0286104	43099(87.9%)	9	1	0.110084	4819	2
2018-04-03-3602	pfama1.023	19	0.0258856	43099(87.9%)	9	2	0.039589	1691	2
2018-04-03-3602	pfama1.098	1	0.0013624	43099(87.9%)	9	3	0.0297643	1280	2
2018-04-03-3602	pfama1.000	125	0.1703	43099(87.9%)	9	4	0.0260957	1148	2
2018-04-03-3602	pfama1.110	1	0.0013624	43099(87.9%)	9	5	0.0210874	905	2
2018-04-03-3602	pfama1.002	95	0.129428	43099(87.9%)	9	6	0.0178924	740	2
2018-04-03-3602	pfama1.005	56	0.0762943	43099(87.9%)	9	7	0.0143928	614	2
2018-04-03-3602	pfama1.045	3	0.00408719	43099(87.9%)	9	8	0.0138016	611	2
2018-04-03-3604	pfama1.020	22	0.0299728	55178(83.2%)	13	0	0.265342	14639	2
2018-04-03-3604	pfama1.006	54	0.0735695	55178(83.2%)	13	1	0.180475	10027	2
2018-04-03-3604	pfama1.000	125	0.1703	55178(83.2%)	13	2	0.163381	8957	2
2018-04-03-3604	pfama1.001	107	0.145777	55178(83.2%)	13	3	0.113604	6229	2
2018-04-03-3604	pfama1.013	39	0.0531335	55178(83.2%)	13	4	0.0919841	5130	2
2018-04-03-3604	pfama1.031	10	0.013624	55178(83.2%)	13	5	0.0663408	3684	2
2018-04-03-3604	pfama1.009	50	0.0681199	55178(83.2%)	13	6	0.0350598	1925	2
2018-04-03-3604	pfama1.004	66	0.0899183	55178(83.2%)	13	7	0.0222402	1222	2
2018-04-03-3604	pfama1.014	39	0.0531335	55178(83.2%)	13	8	0.0150206	813	2
2018-04-03-3604	pfama1.044	3	0.00408719	55178(83.2%)	13	9	0.0145316	794	2
2018-04-03-3604	pfama1.003	71	0.0967302	55178(83.2%)	13	10	0.0143359	795	2
2018-04-03-3604	pfama1.036	7	0.00953678	55178(83.2%)	13	11	0.0102712	553	2
2018-04-03-3604	pfama1.002	95	0.129428	55178(83.2%)	13	12	0.00741342	410	2
2018-04-03-3614	pfama1.002	95	0.129428	41216(88.4%)	1	0	1	41216	2
2018-04-03-3616	pfama1.002	95	0.129428	51133(90.4%)	1	0	1	51133	2
2018-04-04-3546	pfama1.007	50	0.0681199	77029(84%)	1	0	1	77029	2
2018-04-04-3578	pfama1.029	11	0.0149864	22873(60.4%)	8	0	0.258162	5932	2
2018-04-04-3578	pfama1.007	50	0.0681199	22873(60.4%)	8	1	0.173196	3981	2
2018-04-04-3578	pfama1.018	23	0.0313351	22873(60.4%)	8	2	0.161159	3653	2
2018-04-04-3578	pfama1.004	66	0.0899183	22873(60.4%)	8	3	0.118669	2698	2
2018-04-04-3578	pfama1.000	125	0.1703	22873(60.4%)	8	4	0.117763	2688	2
2018-04-04-3578	pfama1.009	50	0.0681199	22873(60.4%)	8	5	0.105611	2415	2
2018-04-04-3578	pfama1.013	39	0.0531335	22873(60.4%)	8	6	0.0509417	1171	2
2018-04-04-3578	pfama1.021	21	0.0286104	22873(60.4%)	8	7	0.014499	335	2
2018-04-04-3579	pfama1.032	9	0.0122616	77914(84.1%)	1	0	1	77914	2
2018-04-09-3122	pfama1.001	107	0.145777	67295(88.8%)	2	0	0.965675	64920	2
2018-04-09-3122	pfama1.003	71	0.0967302	67295(88.8%)	2	1	0.0343254	2375	2
2018-04-09-3148	pfama1.001	107	0.145777	97524(88%)	1	0	1	97524	2
2018-04-09-3190	pfama1.001	107	0.145777	65379(91.2%)	1	0	1	65379	2
2018-04-09-3202	pfama1.019	22	0.0299728	36673(83.9%)	2	0	0.911016	33375	2
2018-04-09-3202	pfama1.022	19	0.0258856	36673(83.9%)	2	1	0.0889837	3298	2
2018-04-09-3205	pfama1.026	14	0.0190736	66509(75.8%)	2	0	0.909199	59982	2
2018-04-09-3205	pfama1.000	125	0.1703	66509(75.8%)	2	1	0.0908009	6527	2
2018-04-09-3659	pfama1.013	39	0.0531335	70881(87%)	2	0	0.732865	50990	2
2018-04-09-3659	pfama1.018	23	0.0313351	70881(87%)	2	1	0.267135	19891	2
2018-04-10-3673	pfama1.003	71	0.0967302	89527(86.4%)	2	0	0.990527	88662	2
2018-04-10-3673	pfama1.159	1	0.0013624	89527(86.4%)	2	1	0.00947317	865	2
2018-04-10-3685	pfama1.031	10	0.013624	68776(66%)	3	0	0.984978	67731	2
