s_Sample	h_popUID	h_SampCnt	h_SampFrac	s_ReadCntTotUsed	s_COI	c_clusterID	c_AveragedFrac	c_ReadCnt	c_RepCnt
2017-10-23-3659	pfama1.016	27	0.4090912198345601	63168(75.6%)	2	0	0.533602	34062	2
2017-10-23-3659	pfama1.014	39	0.5909087801654399	63168(75.6%)	2	1	0.466398	29106	2
2017-10-23-3665	pfama1.002	93	1	71529(94.1%)	1	0	1	71529	2
2017-10-24-3673	pfama1.008	50	0.41322326376610197	34716(75.1%)	2	0	0.6871659999999999	23422	2
2017-10-24-3673	pfama1.004	69	0.586776736233898	34716(75.1%)	2	1	0.312834	11294	2
2017-10-24-3677	pfama1.002	93	0.6283779698315569	36293(85%)	3	0	0.621633	22562	2
2017-10-24-3677	pfama1.024	18	0.12162190314128012	36293(85%)	3	1	0.254805	9247	2
2017-10-24-3677	pfama1.015	37	0.250000127027163	36293(85%)	3	2	0.12356199999999999	4484	2
2017-10-24-3684	pfama1.015	37	1	25054(89.2%)	1	0	1	25054	3
2017-10-24-3685	pfama1.019	23	0.6969692135906843	2782(97%)	2	0	0.891935	2477	2
2017-10-24-3685	pfama1.032	10	0.30303078640931563	2782(97%)	2	1	0.10806500000000001	305	2
2017-10-25-3708	pfama1.004	69	1	125585(98.4%)	1	0	1	125585	2
2017-10-25-3709	pfama1.013	40	1	20229(98.9%)	1	0	1	20229	2
2017-10-25-3713	pfama1.017	24	1	25537(94.7%)	1	0	1	25537	4
2017-10-25-3714	pfama1.005	67	0.5726493089633905	30255(97.7%)	2	0	0.9899313959725584	29927	2
2017-10-25-3714	pfama1.009	50	0.42735069103660955	30255(97.7%)	2	1	0.010068604027441613	328	2
2017-10-25-3718	pfama1.010	50	1	92908(91.5%)	1	0	1	92908	2
2017-10-25-3720	pfama1.011	49	0.27374337115602665	112486(97.9%)	3	0	0.45944004594400456	51605	2
2017-10-25-3720	pfama1.018	23	0.12849170929754314	112486(97.9%)	3	1	0.45758904575890463	51512	2
