s_Sample	h_popUID	h_SampCnt	h_SampFrac	s_ReadCntTotUsed	s_COI	c_clusterID	c_AveragedFrac	c_ReadCnt	c_RepCnt
2018-02-06-3577	pfama1.000	125	0.166223	37106(91.3%)	3	0	0.803239	29805	1
2018-02-06-3577	pfama1.077	1	0.00132979	37106(91.3%)	3	1	0.189107	7017	1
2018-02-06-3577	pfama1.192	1	0.00132979	37106(91.3%)	3	2	0.00765375	284	1
2018-02-06-3578	pfama1.022	21	0.0279255	39793(70.9%)	10	0	0.212218	8450	2
2018-02-06-3578	pfama1.010	50	0.0664894	39793(70.9%)	10	1	0.150627	6020	2
2018-02-06-3578	pfama1.012	46	0.0611702	39793(70.9%)	10	2	0.128473	5118	2
2018-02-06-3578	pfama1.017	24	0.0319149	39793(70.9%)	10	3	0.110427	4414	2
2018-02-06-3578	pfama1.000	125	0.166223	39793(70.9%)	10	4	0.109881	4317	2
2018-02-06-3578	pfama1.009	50	0.0664894	39793(70.9%)	10	5	0.0947362	3794	2
2018-02-06-3578	pfama1.006	56	0.0744681	39793(70.9%)	10	6	0.0656914	2625	2
2018-02-06-3578	pfama1.014	39	0.0518617	39793(70.9%)	10	7	0.0485536	1904	2
2018-02-06-3578	pfama1.003	72	0.0957447	39793(70.9%)	10	8	0.0414302	1639	2
2018-02-06-3578	pfama1.008	50	0.0664894	39793(70.9%)	10	9	0.0379629	1512	2
2018-02-06-3579	pfama1.034	9	0.0119681	87893(87.4%)	1	0	1	87893	2
2018-02-06-3602	pfama1.010	50	0.0664894	37055(73.9%)	8	0	0.279777	10350	2
2018-02-06-3602	pfama1.002	93	0.12367	37055(73.9%)	8	1	0.257222	9603	2
2018-02-06-3602	pfama1.022	21	0.0279255	37055(73.9%)	8	2	0.161427	5977	2
2018-02-06-3602	pfama1.000	125	0.166223	37055(73.9%)	8	3	0.143513	5299	2
2018-02-06-3602	pfama1.004	71	0.0944149	37055(73.9%)	8	4	0.086676	3149	2
2018-02-06-3602	pfama1.006	56	0.0744681	37055(73.9%)	8	5	0.0359303	1346	2
2018-02-06-3602	pfama1.023	19	0.025266	37055(73.9%)	8	6	0.0225766	857	2
2018-02-06-3602	pfama1.021	22	0.0292553	37055(73.9%)	8	7	0.0128785	474	2
2018-02-06-3614	pfama1.002	93	0.12367	250706(65.3%)	3	0	0.727918	179984	2
2018-02-06-3614	pfama1.041	5	0.00664894	250706(65.3%)	3	1	0.242969	64187	2
2018-02-06-3614	pfama1.102	1	0.00132979	250706(65.3%)	3	2	0.0291132	6535	2
2018-02-06-3616	pfama1.002	93	0.12367	42873(91.2%)	1	0	1	42873	2
2018-02-06-3617	pfama1.003	72	0.0957447	93339(93%)	15	0	0.179791	16709	2
2018-02-06-3617	pfama1.007	52	0.0691489	93339(93%)	15	1	0.134754	12546	2
2018-02-06-3617	pfama1.013	40	0.0531915	93339(93%)	15	2	0.132124	12293	2
2018-02-06-3617	pfama1.002	93	0.12367	93339(93%)	15	3	0.129586	12103	2
2018-02-06-3617	pfama1.000	125	0.166223	93339(93%)	15	4	0.10333	9651	2
2018-02-06-3617	pfama1.021	22	0.0292553	93339(93%)	15	5	0.0574452	5398	2
2018-02-06-3617	pfama1.044	3	0.00398936	93339(93%)	15	6	0.0494886	4589	2
2018-02-06-3617	pfama1.001	107	0.142287	93339(93%)	15	7	0.0449587	4215	2
2018-02-06-3617	pfama1.011	49	0.0651596	93339(93%)	15	8	0.0423486	3927	2
2018-02-06-3617	pfama1.012	46	0.0611702	93339(93%)	15	9	0.0281258	2702	2
2018-02-06-3617	pfama1.010	50	0.0664894	93339(93%)	15	10	0.0235487	2199	2
2018-02-06-3617	pfama1.008	50	0.0664894	93339(93%)	15	11	0.0234667	2218	2
2018-02-06-3617	pfama1.038	7	0.00930851	93339(93%)	15	12	0.0199605	1848	2
2018-02-06-3617	pfama1.026	18	0.0239362	93339(93%)	15	13	0.0165763	1560	2
2018-02-06-3617	pfama1.005	67	0.0890957	93339(93%)	15	14	0.0144959	1381	2
2018-02-07-3630	pfama1.007	52	0.0691489	39498(89%)	1	0	1	39498	2
2018-02-07-3635	pfama1.006	56	0.0744681	119486(98.6%)	1	0	1	119486	2
