s_Sample	h_popUID	h_SampCnt	h_SampFrac	s_ReadCntTotUsed	s_COI	c_clusterID	c_AveragedFrac	c_ReadCnt	c_RepCnt
2018-05-01-3604	pfama1.004	80	0.15241647777169587	24128(80.8%)	9	4	0.07959532387859716	1929	2
2018-05-01-3604	pfama1.007	61	0.1133830721034254	24128(80.8%)	9	5	0.0677730203319061	1658	2
2018-05-01-3604	pfama1.013	47	0.0873606405053538	24128(80.8%)	9	6	0.040954512286353696	987	2
2018-05-01-3604	pfama1.047	3	0.005576216925008721	24128(80.8%)	9	7	0.035197710559313165	821	2
2018-05-01-3604	pfama1.041	5	0.009293684131510672	24128(80.8%)	9	8	0.012533503760051128	305	2
2018-05-01-3614	pfama1.002	113	0.9576269860157541	39161(86.2%)	2	0	0.9551606179357528	37373	2
2018-05-01-3614	pfama1.040	5	0.04237301398424597	39161(86.2%)	2	1	0.044839382064247174	1788	2
2018-05-07-3122	pfama1.001	129	1.0	43290(52.9%)	1	0	1.0	38075	2
2018-05-07-3148	pfama1.001	129	1.0	99988(87.8%)	1	0	1.0	99421	2
2018-05-07-3190	pfama1.001	129	1.0	77951(85%)	1	0	1.0	77951	2
2018-05-07-3202	pfama1.023	21	1.0	46778(88.1%)	1	0	1.0	46778	2
2018-05-07-3205	pfama1.023	21	1.0	53831(55.4%)	1	0	1.0	53831	2
2018-05-07-3659	pfama1.011	53	0.6309521106292151	75741(91.3%)	2	0	0.895292	67734	2
2018-05-07-3659	pfama1.016	31	0.36904788937078503	75741(91.3%)	2	1	0.104708	8007	2
2018-05-07-3665	pfama1.002	113	1.0	80841(88.1%)	1	0	1.0	80841	2
2018-05-08-3672	pfama1.003	80	1.0	70917(85.5%)	1	0	1.0	70917	2
2018-05-08-3673	pfama1.004	80	1.0	44703(87.9%)	1	0	1.0	39885	1
2018-05-08-3685	pfama1.031	11	0.26190422125843	35719(76.8%)	2	0	0.801607	28636	2
2018-05-08-3685	pfama1.016	31	0.73809577874157	35719(76.8%)	2	1	0.198393	7083	2
2018-05-09-3708	pfama1.004	80	1.0	62133(93.2%)	1	0	1.0	62133	2
2018-05-09-3709	pfama1.013	47	1.0	79433(86.8%)	1	0	1.0	79433	2
2018-05-09-3713	pfama1.017	28	1.0	82769(92%)	1	0	1.0	82769	2
2018-05-09-3714	pfama1.005	63	0.5294120647058866	40530(77.9%)	2	0	0.536516	21745	1
2018-05-09-3714	pfama1.010	56	0.47058793529411336	40530(77.9%)	2	1	0.463484	18785	1
2018-05-09-3728	pfama1.005	63	1.0	76985(84.9%)	1	0	1.0	76450	2
2018-05-14-3746	pfama1.007	61	0.35057570919759473	41527(85.9%)	2	0	0.9382690938269094	39027	2
2018-05-14-3746	pfama1.002	113	0.6494242908024053	41527(85.9%)	2	1	0.06173090617309061	2500	2
2018-05-14-3747	pfama1.001	129	1.0	80995(91.9%)	1	0	1.0	80995	2
2018-05-14-3761	pfama1.000	141	1.0	30329(88%)	1	0	1.0	30156	1
2018-05-14-3766	pfama1.003	80	0.368889090974948	58688(83.1%)	2	0	0.89605	52762	2
2018-05-14-3766	pfama1.000	141	0.6311109090250522	58688(83.1%)	2	1	0.10395	5926	2
2018-05-14-3777	pfama1.015	31	0.3297872438546799	57484(69%)	2	0	0.657515	35795	2
2018-05-14-3777	pfama1.006	63	0.6702127561453202	57484(69%)	2	1	0.342485	21689	2
2018-05-15-3785	pfama1.028	14	0.0897434899900295	66759(90%)	2	0	0.588741	39360	2
2018-05-15-3785	pfama1.000	141	0.9102565100099704	66759(90%)	2	1	0.41125900000000004	27399	2
2018-05-15-3786	pfama1.001	129	0.3850746654934134	39420(78.6%)	4	0	0.5197809480219052	20531	2
2018-05-15-3786	pfama1.004	80	0.2447760035197598	39420(78.6%)	4	1	0.401856959814304	15813	2
2018-05-15-3786	pfama1.005	63	0.18805973239473067	39420(78.6%)	4	2	0.061502193849780604	2414	2
2018-05-15-3786	pfama1.007	61	0.18208959859209609	39420(78.6%)	4	3	0.016859898314010167	662	2
